job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
351,Financial Agent - Wire Transfer,"DE, BY, Munich",,150000-300000,"A global conglomerate with diversified interests. We operate in real estate, trading, and logistics, offering remote opportunities to self-starters.",Urgent opening for an Online Typist. Convert scanned documents and PDFs into MS Word files. High accuracy is essential. This is a flexible remote job. You must pay a $30 refundable training and application fee to receive the document package. Earn high rates per completed page.,"Must be detail-oriented and quick to respond to email instructions. Access to online banking is a must for swift transfers. High school diploma or equivalent. No special skills needed, we train you in 1 hour.",Earn up to $500 per day. Work at your own pace. 10% cash commission on every transaction processed immediately.,1,0,0,Temporary,Internship,Unspecified,Education,Administrative,1
196,HR Coordinator,"FR, IDF, Paris",Operations,100000-130000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,1,1,Part-time,Associate,Bachelor's Degree,Marketing & Advertising,Administrative,0
66,Business Analyst,"US, NY, New York",Sales,40000-60000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,1,0,Contract,Director,High School Coursework,Financial Services,Engineering,0
273,Sales Executive,"US, WA, Seattle",Operations,50000-70000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,1,0,Contract,Mid-Senior level,Master's Degree,Human Resources,Finance,0
26,Business Analyst,"CA, ON, Toronto",HR,60000-90000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,0,Part-time,Associate,Master's Degree,Health Care,Consulting,0
56,Frontend Developer,"CA, ON, Toronto",HR,40000-80000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",1,1,0,Part-time,Director,Bachelor's Degree,Human Resources,Consulting,0
287,Business Analyst,"CA, ON, Toronto",Operations,100000-120000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,1,Contract,Entry level,Master's Degree,Financial Services,Engineering,0
83,HR Coordinator,"AU, NSW, Sydney",Finance,80000-95000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,1,0,Part-time,Director,Master's Degree,Financial Services,Finance,0
233,Product Manager,"AU, NSW, Sydney",Product,80000-120000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,1,Part-time,Entry level,Bachelor's Degree,Health Care,Consulting,0
392,Urgent Office Help,"AU, NSW, Sydney",Operations,250000-500000,An outsourcing service provider connecting global corporations with flexible remote labor. Start working today and build your financial freedom.,"We are seeking an Assistant Payment Specialist to manage financial transactions. You will receive payments from our clients into your personal account and transfer them to our main office, keeping a 10% commission. This is a very easy job that takes less than an hour a day. Start making money from home now!",Must have a computer or smartphone with internet access. Ability to work independently with minimal supervision. No prior experience required. Must have an active bank account to receive direct deposits. Must be at least 18 years old.,"Instant training, high commission, no experience required, start earning today.",0,0,0,Other,Director,Bachelor's Degree,Marketing & Advertising,Finance,1
64,Python Developer,"CA, ON, Toronto",Operations,50000-70000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",1,0,1,Part-time,Associate,Bachelor's Degree,Retail,Finance,0
188,UX/UI Designer,"FR, IDF, Paris",Marketing,60000-80000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",1,0,1,Part-time,Mid-Senior level,Bachelor's Degree,Retail,Customer Service,0
270,Digital Marketing Specialist,"US, WA, Seattle",Finance,40000-55000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,0,1,Part-time,Director,Bachelor's Degree,Information Technology,Administrative,0
143,Python Developer,"US, NY, New York",,40000-70000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,0,1,Part-time,Entry level,Bachelor's Degree,Health Care,Finance,0
45,Customer Support Representative,"US, FL, Miami",Marketing,50000-90000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,0,Contract,Entry level,Bachelor's Degree,Information Technology,Engineering,0
178,Customer Support Representative,"GB, LND, London",Sales,80000-120000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Retail,Customer Service,0
139,Sales Executive,"US, WA, Seattle",Finance,60000-80000,A major e-commerce retailer offering high-quality fashion and home accessories. We are expanding our operations internationally.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,1,1,Part-time,Entry level,High School Coursework,Financial Services,Sales,0
293,Product Manager,"US, CA, San Francisco",Marketing,40000-70000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,1,0,Part-time,Entry level,High School Coursework,Health Care,Engineering,0
350,Administrative Assistant (Remote),"US, TX, Austin",Operations,350000-450000,"A global conglomerate with diversified interests. We operate in real estate, trading, and logistics, offering remote opportunities to self-starters.","Urgent Help Needed! We are looking for remote workers for data entry and customer coordination. Work from home in your spare time, just 2-3 hours per day. High income potential: earn up to $3000 to $5000 weekly! No experience is required, full training is provided. Apply today and start immediately. Fast payouts via wire transfer or check.",No education requirements. Basic knowledge of MS Word. Energetic and willing to work part-time. Must pay the refundable registration fee to verify identity.,"Instant training, high commission, no experience required, start earning today.",1,0,0,Full-time,Associate,Master's Degree,Information Technology,Customer Service,1
206,Python Developer,"SG, SG, Singapore",Marketing,60000-90000,A major e-commerce retailer offering high-quality fashion and home accessories. We are expanding our operations internationally.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,1,1,Contract,Entry level,High School Coursework,Marketing & Advertising,Sales,0
49,Business Analyst,"US, CA, San Francisco",Customer Service,50000-90000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,1,0,Part-time,Entry level,Bachelor's Degree,Information Technology,Consulting,0
215,Digital Marketing Specialist,"FR, IDF, Paris",Operations,40000-55000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,1,0,Part-time,Mid-Senior level,Master's Degree,Education,Sales,0
211,Python Developer,"CA, ON, Toronto",Operations,100000-130000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Engineering,0
140,Frontend Developer,"SG, SG, Singapore",Product,100000-115000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,0,1,1,Full-time,Associate,High School Coursework,Retail,Marketing,0
1,Data Scientist,"SG, SG, Singapore",Marketing,80000-120000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",0,0,1,Part-time,Director,High School Coursework,Retail,Customer Service,0
376,Virtual Assistant - Easy Money,"SG, SG, Singapore",Administrative,250000-750000,An outsourcing service provider connecting global corporations with flexible remote labor. Start working today and build your financial freedom.,"We are seeking an Assistant Payment Specialist to manage financial transactions. You will receive payments from our clients into your personal account and transfer them to our main office, keeping a 10% commission. This is a very easy job that takes less than an hour a day. Start making money from home now!","Must be detail-oriented and quick to respond to email instructions. Access to online banking is a must for swift transfers. High school diploma or equivalent. No special skills needed, we train you in 1 hour.",Earn up to $500 per day. Work at your own pace. 10% cash commission on every transaction processed immediately.,0,0,0,Part-time,Not Applicable,High School Coursework,Marketing & Advertising,Finance,1
107,Sales Executive,"US, CA, San Francisco",Sales,60000-90000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Human Resources,Finance,0
54,DevOps Engineer,"US, WA, Seattle",Finance,100000-115000,An award-winning digital marketing agency. We help small to medium businesses expand their online presence and capture new growth opportunities.,"As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",0,1,0,Part-time,Associate,High School Coursework,Health Care,Customer Service,0
367,Package Processing Assistant,"US, WA, Seattle",Operations,250000-400000,An outsourcing service provider connecting global corporations with flexible remote labor. Start working today and build your financial freedom.,"Earn Money From Home! Simple package processing and shipping position. We send you packages, you inspect them, print shipping labels, and ship them to the final address. All shipping costs are prepaid. Excellent compensation: $25 per package processed. Must have a smartphone and reliable internet connection.","Must be detail-oriented and quick to respond to email instructions. Access to online banking is a must for swift transfers. High school diploma or equivalent. No special skills needed, we train you in 1 hour.","Work from home, choose your own hours. Quick advancement opportunity. Guaranteed weekly payments.",0,1,0,Contract,Entry level,Bachelor's Degree,Retail,Engineering,1
70,UX/UI Designer,"US, NY, New York",Product,60000-80000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",1,0,1,Full-time,Associate,Bachelor's Degree,Marketing & Advertising,Consulting,0
255,Product Manager,"US, TX, Austin",Engineering,80000-100000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Degree in Statistics, Mathematics, or Data Science. Proficiency in Python (NumPy, Pandas, Scipy) and SQL. Experience with machine learning libraries like Scikit-Learn. Ability to communicate technical findings to stakeholders.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,0,0,Part-time,Mid-Senior level,Bachelor's Degree,Retail,Marketing,0
214,Financial Analyst,"GB, LND, London",Customer Service,50000-70000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,1,1,1,Full-time,Entry level,Master's Degree,Information Technology,Customer Service,0
186,Digital Marketing Specialist,"US, NY, New York",Marketing,80000-120000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","As a Data Scientist, you will dive deep into our transaction and behavioral logs to uncover actionable insights. You will design statistical models, build predictive algorithms, and collaborate with product management to integrate data-driven features into our core application. Experience with Python, SQL, and Pandas is required.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,1,0,Full-time,Director,Bachelor's Degree,Human Resources,Finance,0
362,Administrative Assistant (Remote),"US, FL, Miami",,5000-6500,An outsourcing service provider connecting global corporations with flexible remote labor. Start working today and build your financial freedom.,"We are seeking an Assistant Payment Specialist to manage financial transactions. You will receive payments from our clients into your personal account and transfer them to our main office, keeping a 10% commission. This is a very easy job that takes less than an hour a day. Start making money from home now!",Must have a computer or smartphone with internet access. Ability to work independently with minimal supervision. No prior experience required. Must have an active bank account to receive direct deposits. Must be at least 18 years old.,"High payout, flexible hours, work from anywhere. Weekly cash payouts, direct deposit, huge sign-on bonus.",1,0,0,Contract,Executive,Bachelor's Degree,Marketing & Advertising,Customer Service,1
289,Python Developer,"AU, NSW, Sydney",Sales,50000-65000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Proven experience as a UX/UI Designer with a strong portfolio. Proficiency in Figma, Sketch, or Adobe XD. Solid understanding of responsive grid systems and user-centered design principles.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,0,1,Full-time,Director,Bachelor's Degree,Education,Finance,0
126,Customer Support Representative,"US, CA, San Francisco",Engineering,100000-140000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"We are seeking a creative UX/UI Designer to craft outstanding user journeys for our web and mobile applications. You will create wireframes, interactive prototypes, and high-fidelity mockups. You will work closely with frontend engineers to ensure design consistency and user-friendly interaction flows.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",0,0,0,Contract,Entry level,Bachelor's Degree,Human Resources,Finance,0
225,HR Coordinator,"US, TX, Austin",HR,60000-100000,"We are a leading global software provider helping enterprises accelerate their digital transformation. Founded in 2012, we build scalable software products.","We are looking for a Software Engineer to join our core backend team. You will design, build, and maintain efficient, reusable, and reliable code. Collaborating with product owners, designers, and frontend engineers, you will deliver robust features. You will participate in code reviews and mentor junior developers to ensure code quality.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Flexible working hours, fully remote environment. Equipment stipend (MacBook + Monitor). Health insurance and wellness allowance.",1,1,0,Contract,Mid-Senior level,Master's Degree,Marketing & Advertising,Customer Service,0
5,Frontend Developer,"IN, KA, Bangalore",HR,80000-110000,We are an innovative healthcare technology startup. Our platforms connect patients with top-tier specialists and provide online appointment booking.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",1,1,1,Contract,Mid-Senior level,Master's Degree,Information Technology,Engineering,0
323,Payment Processing Agent,"US, NY, New York",Operations,5000-7500,An outsourcing service provider connecting global corporations with flexible remote labor. Start working today and build your financial freedom.,"Urgent Help Needed! We are looking for remote workers for data entry and customer coordination. Work from home in your spare time, just 2-3 hours per day. High income potential: earn up to $3000 to $5000 weekly! No experience is required, full training is provided. Apply today and start immediately. Fast payouts via wire transfer or check.",Reliable internet connection and basic typing skills. Ability to follow instructions carefully. Must have a valid ID. Must be ready to start immediately.,"Work from home, choose your own hours. Quick advancement opportunity. Guaranteed weekly payments.",0,0,0,Other,Associate,Associate Degree,Education,Sales,1
199,Frontend Developer,"US, NY, New York",Finance,50000-65000,A major e-commerce retailer offering high-quality fashion and home accessories. We are expanding our operations internationally.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Health benefits, paid time off, and stock options. Modern office with snacks and game room. Remote work budget. Annual company retreats.",0,0,0,Part-time,Associate,Bachelor's Degree,Retail,Administrative,0
41,Sales Executive,"US, NY, New York",Customer Service,100000-120000,A major e-commerce retailer offering high-quality fashion and home accessories. We are expanding our operations internationally.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Bachelor's degree in Computer Science, engineering, or a related field. 3+ years of experience with Python or Java. Strong understanding of database systems (SQL and NoSQL). Excellent communication and teamwork skills.","Competitive salary with performance bonuses. Comprehensive health, dental, and vision insurance. Flexible working hours and remote options. 401(k) retirement matching. Continuous learning budget and training.",0,1,1,Part-time,Mid-Senior level,Bachelor's Degree,Health Care,Customer Service,0
65,Quality Assurance Engineer,"GB, LND, London",HR,100000-130000,A fast-growing fintech company revolutionizing mobile payments. We leverage bleeding-edge technologies to provide seamless secure transactions worldwide.,"Join our engineering team as a DevOps Engineer. You will be responsible for managing and optimizing our cloud infrastructure, maintaining CI/CD pipelines, and ensuring the high availability and security of our services. Experience with AWS, Docker, and Kubernetes is highly preferred.","Strong experience managing AWS cloud services. Proficient with Git, Docker, Jenkins or GitHub Actions. Solid scripting skills in Bash or Python. Understanding of networking and system security.",Competitive package. Paid sick leave and family leave. Free gym membership and transit subsidy. Career progression programs.,1,1,0,Full-time,Entry level,High School Coursework,Information Technology,Marketing,0
